Order_ID,Order_Date,Shipping_Date,Customer_Segment,Product_Category,Quantity,Sales_USD,Shipping_Cost_USD,Delivery_Time_Days,Estimated_Delivery_Days,Distance_KM,Warehouse_Code,Region,Shipping_Mode,Delivery_Status,Customer_Rating,Order_Processing_Days,Shipping_Delay_Days,Is_Delayed,Cost_Per_Unit,Cost_Per_KM,Speed_Index_KMPD,Enc_Shipping_Mode_Express Air,Enc_Shipping_Mode_Ground Freight,Enc_Shipping_Mode_Same-Day Courier,Enc_Shipping_Mode_Standard Delivery,Enc_Customer_Segment_Consumer,Enc_Customer_Segment_Corporate,Enc_Customer_Segment_Home Office,Enc_Customer_Segment_Small Business,Enc_Region_Central,Enc_Region_East,Enc_Region_North,Enc_Region_South,Enc_Region_West,Norm_Quantity,Norm_Sales_USD,Norm_Shipping_Cost_USD,Norm_Delivery_Time_Days,Norm_Distance_KM,Norm_Cost_Per_Unit,Norm_Cost_Per_KM
ORD-2024-1875,2024-01-22,2024-01-26,Consumer,Industrial Machinery,80,2165.61,218.42,3.9,5,104.6,WH-West,West,Standard Delivery,Delivered,3.0,4,-1.1,0,2.73,2.0881,26.82,0,0,0,1,1,0,0,0,0,0,0,0,1,1.0,1.0,0.9349,0.3077,0.008,0.0018,1.0
ORD-2024-1869,2024-06-01,2024-06-02,Small Business,Apparel,1,64.59,151.9,3.2,2,937.7,WH-Central,West,Express Air,Delayed,3.0,1,1.2,1,151.9,0.162,293.03,1,0,0,0,0,0,0,1,0,0,0,0,1,0.0,0.0162,0.6394,0.2443,0.4717,0.6482,0.0717
ORD-2024-1849,2024-06-02,2024-06-03,Corporate,Office Supplies,4,139.83,196.03,6.5,2,1122.1,WH-South,North,Express Air,Delayed,2.0,1,4.5,1,49.01,0.1747,172.63,1,0,0,0,0,1,0,0,0,0,1,0,0,0.038,0.0514,0.8354,0.543,0.5743,0.2024,0.0778
ORD-2024-1695,2024-02-04,2024-02-07,Corporate,Office Supplies,1,30.19,42.87,4.3,5,665.9,WH-Central,East,Standard Delivery,Delivered,5.0,3,-0.7,0,42.87,0.0644,154.86,0,0,0,1,0,1,0,0,0,1,0,0,0,0.0,0.0001,0.1549,0.3439,0.3204,0.1758,0.0246
ORD-2024-1172,2024-04-16,2024-04-19,Corporate,Electronics,1,227.41,77.81,7.5,5,1462.6,WH-West,West,Standard Delivery,Delayed,2.0,3,2.5,1,77.81,0.0532,195.01,0,0,0,1,0,1,0,0,0,0,0,0,1,0.0,0.0925,0.3102,0.6335,0.7639,0.3272,0.0192
ORD-2024-1450,2024-02-15,2024-02-17,Home Office,Healthcare Supplies,1,122.37,27.52,5.5,5,252.2,WH-West,West,Standard Delivery,Delivered,4.0,2,0.5,1,27.52,0.1091,45.85,0,0,0,1,0,0,1,0,0,0,0,0,1,0.0,0.0433,0.0867,0.4525,0.0902,0.1092,0.0462
ORD-2024-1125,2024-03-27,2024-03-30,Consumer,Apparel,5,284.11,161.03,3.7,2,771.6,WH-South,Central,Express Air,Delivered,4.0,3,1.7,1,32.21,0.2087,208.54,1,0,0,0,1,0,0,0,1,0,0,0,0,0.0506,0.119,0.6799,0.2896,0.3793,0.1296,0.0942
ORD-2024-1716,2024-06-10,2024-06-13,Home Office,Electronics,8,1765.36,70.56,6.0,5,810.4,WH-North,North,Standard Delivery,Delivered,4.0,3,1.0,1,8.82,0.0871,135.07,0,0,0,1,0,0,1,0,0,0,1,0,0,0.0886,0.8126,0.278,0.4977,0.4009,0.0282,0.0356
ORD-2024-1530,2024-02-21,2024-02-24,Home Office,Electronics,4,1244.39,132.29,3.6,2,1133.1,WH-North,North,Express Air,Delivered,4.0,3,1.6,1,33.07,0.1168,314.75,1,0,0,0,0,0,1,0,0,0,1,0,0,0.038,0.5686,0.5522,0.2805,0.5805,0.1333,0.0499
ORD-2024-1090,2024-01-06,2024-01-09,Consumer,Electronics,2,445.09,36.37,6.8,5,464.5,WH-East,West,Standard Delivery,Delivered,5.0,3,1.8,1,18.18,0.0783,68.31,0,0,0,1,1,0,0,0,0,0,0,0,1,0.0127,0.1944,0.126,0.5701,0.2083,0.0688,0.0313
ORD-2024-2233,2024-02-08,2024-02-10,Consumer,Electronics,3,761.09,72.59,7.2,5,1306.5,WH-West,East,Standard Delivery,Delivered,4.0,2,2.2,1,24.2,0.0556,181.46,0,0,0,1,1,0,0,0,0,1,0,0,0,0.0253,0.3423,0.287,0.6063,0.677,0.0949,0.0204
ORD-2024-1181,2024-02-16,2024-02-18,Consumer,Office Supplies,5,192.54,58.81,7.2,7,416.8,WH-North,West,Ground Freight,Delivered,3.0,2,0.2,1,11.76,0.1411,57.89,0,1,0,0,1,0,0,0,0,0,0,0,1,0.0506,0.0761,0.2258,0.6063,0.1818,0.041,0.0616
ORD-2024-1737,2024-01-28,2024-01-29,Home Office,Office Supplies,8,328.79,106.92,6.8,5,1679.0,WH-South,Central,Standard Delivery,Delivered,3.0,1,1.8,1,13.36,0.0637,246.91,0,0,0,1,0,0,1,0,1,0,0,0,0,0.0886,0.1399,0.4395,0.5701,0.8843,0.0479,0.0243
ORD-2024-1414,2024-04-24,2024-04-26,Corporate,Healthcare Supplies,4,494.42,30.83,4.5,5,250.2,WH-East,North,Standard Delivery,Delivered,4.0,2,-0.5,0,7.71,0.1232,55.6,0,0,0,1,0,1,0,0,0,0,1,0,0,0.038,0.2175,0.1014,0.362,0.0891,0.0234,0.053
ORD-2024-1251,2024-03-16,2024-03-18,Consumer,Office Supplies,2,36.57,122.01,2.9,1,605.2,WH-West,West,Same-Day Courier,Delivered,3.0,2,1.9,1,61.0,0.2016,208.69,0,0,1,0,1,0,0,0,0,0,0,0,1,0.0127,0.0031,0.5066,0.2172,0.2866,0.2543,0.0908
ORD-2024-1069,2024-05-15,2024-05-18,Small Business,Electronics,1,287.68,64.34,7.4,5,1356.7,WH-East,Central,Standard Delivery,Delivered,3.0,3,2.4,1,64.34,0.0474,183.34,0,0,0,1,0,0,0,1,1,0,0,0,0,0.0,0.1207,0.2503,0.6244,0.7049,0.2688,0.0164
ORD-2024-1131,2024-02-27,2024-03-01,Consumer,Office Supplies,3,103.47,157.4,3.7,2,1008.2,WH-West,West,Express Air,Delivered,4.0,3,1.7,1,52.47,0.1561,272.49,1,0,0,0,1,0,0,0,0,0,0,0,1,0.0253,0.0344,0.6638,0.2896,0.5109,0.2174,0.0688
ORD-2024-1300,2024-05-25,2024-05-26,Consumer,Healthcare Supplies,1,107.38,62.39,8.0,7,779.7,WH-Central,West,Ground Freight,Delivered,4.0,1,1.0,1,62.39,0.08,97.46,0,1,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0363,0.2417,0.6787,0.3838,0.2604,0.0321
ORD-2024-1845,2024-02-26,2024-03-01,Consumer,Apparel,5,308.56,75.61,6.0,5,1051.7,WH-East,West,Standard Delivery,Delivered,5.0,4,1.0,1,15.12,0.0719,175.28,0,0,0,1,1,0,0,0,0,0,0,0,1,0.0506,0.1305,0.3004,0.4977,0.5352,0.0555,0.0282
ORD-2024-1326,2024-05-25,2024-05-26,Corporate,Electronics,2,492.1,38.04,7.0,5,549.7,WH-South,West,Standard Delivery,Delayed,1.0,1,2.0,1,19.02,0.0692,78.53,0,0,0,1,0,1,0,0,0,0,0,0,1,0.0127,0.2164,0.1335,0.5882,0.2557,0.0724,0.0269
ORD-2024-2246,2024-04-15,2024-04-19,Consumer,Industrial Machinery,1,1473.28,37.13,4.2,5,424.5,WH-North,West,Standard Delivery,Delivered,4.0,4,-0.8,0,37.13,0.0875,101.07,0,0,0,1,1,0,0,0,0,0,0,0,1,0.0,0.6758,0.1294,0.3348,0.1861,0.1509,0.0358
ORD-2024-1890,2024-06-11,2024-06-15,Corporate,Apparel,5,314.3,102.71,3.1,2,263.5,WH-Central,South,Express Air,Delivered,5.0,4,1.1,1,20.54,0.3898,85.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0.0506,0.1331,0.4208,0.2353,0.0965,0.079,0.1815
ORD-2024-1499,2024-04-09,2024-04-12,Small Business,Electronics,1,235.54,150.52,3.9,2,1032.4,WH-Central,Central,Express Air,Delayed,1.0,3,1.9,1,150.52,0.1458,264.72,1,0,0,0,0,0,0,1,1,0,0,0,0,0.0,0.0963,0.6332,0.3077,0.5244,0.6423,0.0639
ORD-2024-2008,2024-01-16,2024-01-17,Consumer,Office Supplies,1,40.76,118.96,2.7,2,853.6,WH-East,West,Express Air,Delayed,1.0,1,0.7,1,118.96,0.1394,316.15,1,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0051,0.493,0.1991,0.4249,0.5055,0.0608
ORD-2024-1364,2024-04-06,2024-04-10,Small Business,Office Supplies,4,162.5,97.63,2.4,2,319.4,WH-East,South,Express Air,Delivered,4.0,4,0.4,1,24.41,0.3057,133.08,1,0,0,0,0,0,0,1,0,0,0,1,0,0.038,0.0621,0.3982,0.1719,0.1276,0.0958,0.1409
ORD-2024-1495,2024-04-30,2024-05-03,Consumer,Office Supplies,4,139.17,92.34,7.9,5,1796.7,WH-Central,Central,Standard Delivery,Delivered,3.0,3,2.9,1,23.08,0.0514,227.43,0,0,0,1,1,0,0,0,1,0,0,0,0,0.038,0.0511,0.3747,0.6697,0.9498,0.09,0.0184
ORD-2024-2186,2024-03-05,2024-03-07,Corporate,Office Supplies,1,34.55,99.17,10.5,7,1408.8,WH-Central,Central,Ground Freight,Delayed,2.0,2,3.5,1,99.17,0.0704,134.17,0,1,0,0,0,1,0,0,1,0,0,0,0,0.0,0.0021,0.4051,0.905,0.7339,0.4197,0.0275
ORD-2024-1338,2024-05-08,2024-05-09,Corporate,Office Supplies,1,34.42,149.42,1.0,1,790.4,WH-West,West,Same-Day Courier,Delivered,4.0,1,0.0,0,149.42,0.189,790.4,0,0,1,0,0,1,0,0,0,0,0,0,1,0.0,0.0021,0.6283,0.0452,0.3897,0.6375,0.0847
ORD-2024-1421,2024-04-10,2024-04-14,Home Office,Apparel,1,80.45,38.73,5.6,5,561.7,WH-Central,West,Standard Delivery,Delayed,1.0,4,0.6,1,38.73,0.069,100.3,0,0,0,1,0,0,1,0,0,0,0,0,1,0.0,0.0236,0.1365,0.4615,0.2624,0.1578,0.0268
ORD-2024-1164,2024-01-14,2024-01-16,Consumer,Office Supplies,2,85.56,64.91,6.3,5,996.6,WH-Central,East,Standard Delivery,Delivered,4.0,2,1.3,1,32.46,0.0651,158.19,0,0,0,1,1,0,0,0,0,1,0,0,0,0.0127,0.026,0.2529,0.5249,0.5045,0.1307,0.025
ORD-2024-1028,2024-04-20,2024-04-24,Corporate,Electronics,1,259.09,78.61,3.4,2,269.4,WH-East,North,Express Air,Delivered,4.0,4,1.4,1,78.61,0.2918,79.24,1,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.1073,0.3137,0.2624,0.0997,0.3306,0.1342
ORD-2024-1516,2024-02-20,2024-02-23,Consumer,Apparel,1,58.17,93.88,9.1,7,1319.0,WH-East,West,Ground Freight,Delayed,1.0,3,2.1,1,93.88,0.0712,144.95,0,1,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0132,0.3816,0.7783,0.6839,0.3968,0.0279
ORD-2024-1193,2024-02-21,2024-02-22,Corporate,Office Supplies,2,83.27,213.95,1.0,1,969.0,WH-South,East,Same-Day Courier,Delivered,4.0,1,0.0,0,106.98,0.2208,969.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0.0127,0.025,0.915,0.0452,0.4891,0.4536,0.1
ORD-2024-2052,2024-01-16,2024-01-19,Small Business,Office Supplies,2,76.74,99.34,3.1,2,499.8,WH-Central,East,Express Air,Delivered,4.0,3,1.1,1,49.67,0.1988,161.23,1,0,0,0,0,0,0,1,0,1,0,0,0,0.0127,0.0219,0.4058,0.2353,0.228,0.2052,0.0894
ORD-2024-1169,2024-04-18,2024-04-21,Corporate,Healthcare Supplies,1,107.71,67.15,8.0,7,634.1,WH-West,South,Ground Freight,Delivered,3.0,3,1.0,1,67.15,0.1059,79.26,0,1,0,0,0,1,0,0,0,0,0,1,0,0.0,0.0364,0.2628,0.6787,0.3027,0.281,0.0446
ORD-2024-1798,2024-05-24,2024-05-27,Corporate,Office Supplies,3,128.56,213.84,3.0,1,1093.4,WH-East,South,Same-Day Courier,Delivered,3.0,3,2.0,1,71.28,0.1956,364.47,0,0,1,0,0,1,0,0,0,0,0,1,0,0.0253,0.0462,0.9146,0.2262,0.5584,0.2989,0.0879
ORD-2024-1652,2024-04-09,2024-04-10,Corporate,Apparel,2,125.55,45.45,5.7,5,517.7,WH-North,West,Standard Delivery,Delayed,2.0,1,0.7,1,22.72,0.0878,90.82,0,0,0,1,0,1,0,0,0,0,0,0,1,0.0127,0.0448,0.1664,0.4706,0.2379,0.0884,0.0359
ORD-2024-1173,2024-02-23,2024-02-26,Consumer,Electronics,1,308.28,33.68,4.5,5,441.3,WH-South,North,Standard Delivery,Delivered,4.0,3,-0.5,0,33.68,0.0763,98.07,0,0,0,1,1,0,0,0,0,0,1,0,0,0.0,0.1303,0.1141,0.362,0.1954,0.1359,0.0304
ORD-2024-1518,2024-04-11,2024-04-12,Small Business,Office Supplies,1,40.68,47.15,6.2,5,879.6,WH-West,North,Standard Delivery,Delivered,5.0,1,1.2,1,47.15,0.0536,141.87,0,0,0,1,0,0,0,1,0,0,1,0,0,0.0,0.005,0.1739,0.5158,0.4394,0.1943,0.0194
ORD-2024-2036,2024-03-06,2024-03-09,Consumer,Healthcare Supplies,5,590.27,183.93,3.6,2,1216.6,WH-Central,South,Express Air,Delayed,2.0,3,1.6,1,36.79,0.1512,337.94,1,0,0,0,1,0,0,0,0,0,0,1,0,0.0506,0.2624,0.7817,0.2805,0.6269,0.1494,0.0665
ORD-2024-1879,2024-01-26,2024-01-30,Consumer,Office Supplies,1,36.49,63.18,2.9,5,1124.3,WH-East,West,Standard Delivery,Delivered,4.0,4,-2.1,0,63.18,0.0562,387.69,0,0,0,1,1,0,0,0,0,0,0,0,1,0.0,0.0031,0.2452,0.2172,0.5756,0.2638,0.0207
ORD-2024-1491,2024-03-25,2024-03-26,Corporate,Apparel,4,318.83,127.08,7.7,7,1397.9,WH-South,West,Ground Freight,Delivered,5.0,1,0.7,1,31.77,0.0909,181.55,0,1,0,0,0,1,0,0,0,0,0,0,1,0.038,0.1353,0.5291,0.6516,0.7278,0.1277,0.0374
ORD-2024-1073,2024-02-09,2024-02-11,Home Office,Electronics,8,2165.61,45.89,5.9,5,414.7,WH-South,East,Standard Delivery,Delivered,5.0,2,0.9,1,5.74,0.1107,70.29,0,0,0,1,0,0,1,0,0,1,0,0,0,0.0886,1.0,0.1683,0.4887,0.1806,0.0149,0.0469
ORD-2024-2066,2024-01-10,2024-01-11,Consumer,Electronics,2,510.22,55.61,5.7,5,1032.4,WH-Central,East,Standard Delivery,Delayed,2.0,1,0.7,1,27.8,0.0539,181.12,0,0,0,1,1,0,0,0,0,1,0,0,0,0.0127,0.2249,0.2115,0.4706,0.5244,0.1105,0.0196
ORD-2024-1587,2024-05-06,2024-05-09,Consumer,Office Supplies,5,153.24,45.35,5.9,5,583.4,WH-Central,North,Standard Delivery,Delivered,5.0,3,0.9,1,9.07,0.0777,98.88,0,0,0,1,1,0,0,0,0,0,1,0,0,0.0506,0.0577,0.1659,0.4887,0.2745,0.0293,0.031
ORD-2024-1657,2024-04-14,2024-04-15,Consumer,Office Supplies,3,116.02,147.16,8.4,7,1886.88,WH-North,North,Ground Freight,Delivered,4.0,1,1.4,1,49.05,0.078,224.63,0,1,0,0,1,0,0,0,0,0,1,0,0,0.0253,0.0403,0.6183,0.7149,1.0,0.2025,0.0312
ORD-2024-1234,2024-05-25,2024-05-28,Consumer,Office Supplies,4,125.39,174.48,4.4,2,993.6,WH-West,Central,Express Air,Delivered,4.0,3,2.4,1,43.62,0.1756,225.82,1,0,0,0,1,0,0,0,1,0,0,0,0,0.038,0.0447,0.7397,0.3529,0.5028,0.179,0.0782
ORD-2024-1214,2024-05-15,2024-05-19,Corporate,Healthcare Supplies,1,137.31,24.24,4.6,5,171.3,WH-North,North,Standard Delivery,Delivered,4.0,4,-0.4,0,24.24,0.1415,37.24,0,0,0,1,0,1,0,0,0,0,1,0,0,0.0,0.0503,0.0722,0.371,0.0451,0.095,0.0618
ORD-2024-1162,2024-01-23,2024-01-25,Corporate,Electronics,4,1081.48,41.54,7.6,5,445.5,WH-North,North,Standard Delivery,Delivered,3.0,2,2.6,1,10.38,0.0932,58.62,0,0,0,1,0,1,0,0,0,0,1,0,0,0.038,0.4924,0.149,0.6425,0.1978,0.035,0.0385
ORD-2024-1132,2024-04-02,2024-04-05,Consumer,Healthcare Supplies,2,253.62,50.55,4.4,5,772.4,WH-Central,North,Standard Delivery,Delivered,4.0,3,-0.6,0,25.28,0.0654,175.55,0,0,0,1,1,0,0,0,0,0,1,0,0,0.0127,0.1047,0.1891,0.3529,0.3797,0.0995,0.0251
ORD-2024-1874,2024-02-25,2024-02-26,Consumer,Healthcare Supplies,1,114.08,61.71,6.0,5,1036.2,WH-Central,West,Standard Delivery,Delivered,4.0,1,1.0,1,61.71,0.0596,172.7,0,0,0,1,1,0,0,0,0,0,0,0,1,0.0,0.0394,0.2386,0.4977,0.5265,0.2574,0.0223
ORD-2024-1825,2024-02-19,2024-02-21,Small Business,Apparel,2,158.66,45.75,4.7,5,588.9,WH-South,West,Standard Delivery,Delivered,4.0,2,-0.3,0,22.88,0.0777,125.3,0,0,0,1,0,0,0,1,0,0,0,0,1,0.0127,0.0603,0.1677,0.3801,0.2776,0.0891,0.031
ORD-2024-2046,2024-03-27,2024-03-31,Consumer,Electronics,1,265.29,66.88,6.1,5,1362.3,WH-North,North,Standard Delivery,Delivered,3.0,4,1.1,1,66.88,0.0491,223.33,0,0,0,1,1,0,0,0,0,0,1,0,0,0.0,0.1102,0.2616,0.5068,0.708,0.2798,0.0173
ORD-2024-1185,2024-03-02,2024-03-03,Corporate,Electronics,5,1206.96,233.07,2.8,1,1383.3,WH-East,North,Same-Day Courier,Delayed,2.0,1,1.8,1,46.61,0.1685,494.04,0,0,1,0,0,1,0,0,0,0,1,0,0,0.0506,0.5511,1.0,0.2081,0.7197,0.192,0.0748
ORD-2024-1041,2024-02-09,2024-02-12,Corporate,Electronics,1,225.39,233.07,5.0,2,1774.4,WH-North,West,Express Air,Delayed,3.0,3,3.0,1,233.07,0.1314,354.88,1,0,0,0,0,1,0,0,0,0,0,0,1,0.0,0.0915,1.0,0.4072,0.9374,1.0,0.0569
ORD-2024-1692,2024-02-02,2024-02-03,Corporate,Apparel,1,65.33,218.99,4.5,2,1728.8,WH-North,Central,Express Air,Delayed,1.0,1,2.5,1,218.99,0.1267,384.18,1,0,0,0,0,1,0,0,1,0,0,0,0,0.0,0.0166,0.9374,0.362,0.912,0.939,0.0547
ORD-2024-1108,2024-04-27,2024-04-30,Consumer,Electronics,1,257.4,84.95,8.3,7,1132.0,WH-South,West,Ground Freight,Delivered,4.0,3,1.3,1,84.95,0.075,136.39,0,1,0,0,1,0,0,0,0,0,0,0,1,0.0,0.1065,0.3419,0.7059,0.5798,0.3581,0.0297
ORD-2024-1973,2024-04-11,2024-04-14,Consumer,Electronics,8,1760.28,82.94,6.2,7,807.7,WH-South,West,Ground Freight,Delivered,4.0,3,-0.8,0,10.37,0.1027,130.27,0,1,0,0,1,0,0,0,0,0,0,0,1,0.0886,0.8102,0.333,0.5158,0.3993,0.0349,0.0431
ORD-2024-1568,2024-03-24,2024-03-25,Small Business,Industrial Machinery,3,2165.61,90.6,9.4,7,936.5,WH-South,South,Ground Freight,Delivered,5.0,1,2.4,1,30.2,0.0967,99.63,0,1,0,0,0,0,0,1,0,0,0,1,0,0.0253,1.0,0.367,0.8054,0.471,0.1209,0.0402
ORD-2024-1727,2024-04-02,2024-04-03,Home Office,Office Supplies,2,85.11,53.43,6.8,5,927.2,WH-South,South,Standard Delivery,Delivered,5.0,1,1.8,1,26.72,0.0576,136.35,0,0,0,1,0,0,1,0,0,0,0,1,0,0.0127,0.0258,0.2018,0.5701,0.4659,0.1058,0.0214
ORD-2024-2079,2024-01-15,2024-01-17,Small Business,Electronics,5,1426.43,45.05,7.7,5,505.3,WH-East,East,Standard Delivery,Delivered,4.0,2,2.7,1,9.01,0.0892,65.62,0,0,0,1,0,0,0,1,0,1,0,0,0,0.0506,0.6539,0.1646,0.6516,0.231,0.029,0.0366
ORD-2024-2226,2024-03-19,2024-03-21,Consumer,Electronics,3,688.95,50.29,5.9,5,791.2,WH-North,North,Standard Delivery,Delivered,4.0,2,0.9,1,16.76,0.0636,134.1,0,0,0,1,1,0,0,0,0,0,1,0,0,0.0253,0.3086,0.1879,0.4887,0.3902,0.0626,0.0242
ORD-2024-1483,2024-02-17,2024-02-21,Corporate,Office Supplies,3,109.81,104.21,2.2,2,487.3,WH-Central,West,Express Air,Delivered,4.0,4,0.2,1,34.74,0.2139,221.5,1,0,0,0,0,1,0,0,0,0,0,0,1,0.0253,0.0374,0.4275,0.1538,0.221,0.1405,0.0967
ORD-2024-1468,2024-03-31,2024-04-02,Consumer,Healthcare Supplies,3,317.67,81.3,7.5,7,760.4,WH-West,Central,Ground Freight,Delivered,5.0,2,0.5,1,27.1,0.1069,101.39,0,1,0,0,1,0,0,0,1,0,0,0,0,0.0253,0.1347,0.3257,0.6335,0.373,0.1074,0.0451
ORD-2024-1024,2024-04-16,2024-04-18,Corporate,Office Supplies,4,135.58,134.51,1.5,1,492.5,WH-East,West,Same-Day Courier,Delivered,4.0,2,0.5,1,33.63,0.2731,328.33,0,0,1,0,0,1,0,0,0,0,0,0,1,0.038,0.0495,0.5621,0.0905,0.2239,0.1357,0.1252
ORD-2024-2091,2024-06-15,2024-06-18,Corporate,Electronics,2,528.68,54.05,7.1,7,488.5,WH-Central,North,Ground Freight,Delivered,5.0,3,0.1,1,27.02,0.1106,68.8,0,1,0,0,0,1,0,0,0,0,1,0,0,0.0127,0.2335,0.2046,0.5973,0.2217,0.1071,0.0469
ORD-2024-1948,2024-04-19,2024-04-21,Home Office,Office Supplies,1,30.92,97.16,3.6,2,566.9,WH-North,East,Express Air,Delayed,3.0,2,1.6,1,97.16,0.1714,157.47,1,0,0,0,0,0,1,0,0,1,0,0,0,0.0,0.0004,0.3961,0.2805,0.2653,0.411,0.0762
ORD-2024-1848,2024-04-07,2024-04-09,Corporate,Apparel,8,478.53,54.88,2.2,5,577.5,WH-South,South,Standard Delivery,Delivered,4.0,2,-2.8,0,6.86,0.095,262.5,0,0,0,1,0,1,0,0,0,0,0,1,0,0.0886,0.21,0.2083,0.1538,0.2712,0.0197,0.0394
ORD-2024-2077,2024-04-29,2024-04-30,Corporate,Electronics,1,216.02,115.89,5.8,2,832.1,WH-North,East,Express Air,Returned,1.0,1,3.8,1,115.89,0.1393,143.47,1,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0871,0.4794,0.4796,0.4129,0.4922,0.0607
ORD-2024-1366,2024-02-03,2024-02-04,Small Business,Healthcare Supplies,1,95.23,68.13,1.7,2,315.2,WH-Central,East,Express Air,Delivered,3.0,1,-0.3,0,68.13,0.2161,185.41,1,0,0,0,0,0,0,1,0,1,0,0,0,0.0,0.0306,0.2672,0.1086,0.1252,0.2852,0.0977
ORD-2024-1950,2024-05-15,2024-05-18,Corporate,Healthcare Supplies,3,310.21,43.88,6.3,5,554.4,WH-North,East,Standard Delivery,Delivered,5.0,3,1.3,1,14.63,0.0791,88.0,0,0,0,1,0,1,0,0,0,1,0,0,0,0.0253,0.1312,0.1594,0.5249,0.2584,0.0534,0.0317
ORD-2024-2120,2024-04-14,2024-04-17,Home Office,Industrial Machinery,3,2165.61,49.51,4.8,5,624.5,WH-South,West,Standard Delivery,Delivered,5.0,3,-0.2,0,16.5,0.0793,130.1,0,0,0,1,0,0,1,0,0,0,0,0,1,0.0253,1.0,0.1844,0.3891,0.2974,0.0615,0.0318
ORD-2024-1383,2024-03-17,2024-03-18,Home Office,Apparel,5,330.57,58.59,7.1,5,929.1,WH-East,North,Standard Delivery,Delivered,4.0,1,2.1,1,11.72,0.0631,130.86,0,0,0,1,0,0,1,0,0,0,1,0,0,0.0506,0.1408,0.2248,0.5973,0.4669,0.0408,0.024
ORD-2024-1717,2024-01-09,2024-01-10,Small Business,Office Supplies,1,31.65,28.65,4.4,5,215.8,WH-North,North,Standard Delivery,Delivered,4.0,1,-0.6,0,28.65,0.1328,49.05,0,0,0,1,0,0,0,1,0,0,1,0,0,0.0,0.0008,0.0917,0.3529,0.0699,0.1141,0.0576
ORD-2024-1454,2024-03-24,2024-03-26,Consumer,Office Supplies,1,37.27,156.73,3.4,2,996.3,WH-North,Central,Express Air,Delivered,5.0,2,1.4,1,156.73,0.1573,293.03,1,0,0,0,1,0,0,0,1,0,0,0,0,0.0,0.0034,0.6608,0.2624,0.5043,0.6692,0.0694
ORD-2024-1264,2024-06-27,2024-06-29,Home Office,Electronics,1,246.88,120.52,1.0,1,486.0,WH-East,North,Same-Day Courier,Delivered,5.0,2,0.0,0,120.52,0.248,486.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.0,0.1016,0.4999,0.0452,0.2203,0.5123,0.1131
ORD-2024-2249,2024-01-23,2024-01-25,Corporate,Office Supplies,1,40.42,46.67,5.0,5,866.3,WH-East,Central,Standard Delivery,Delivered,4.0,2,0.0,0,46.67,0.0539,173.26,0,0,0,1,0,1,0,0,1,0,0,0,0,0.0,0.0049,0.1718,0.4072,0.432,0.1922,0.0196
ORD-2024-1232,2024-03-29,2024-04-01,Corporate,Office Supplies,4,134.35,233.07,1.9,2,698.9,WH-North,North,Express Air,Delivered,5.0,3,-0.1,0,58.27,0.3335,367.84,1,0,0,0,0,1,0,0,0,0,1,0,0,0.038,0.0489,1.0,0.1267,0.3388,0.2425,0.1543
ORD-2024-1444,2024-06-15,2024-06-17,Home Office,Office Supplies,2,72.58,50.0,5.5,5,646.8,WH-East,West,Standard Delivery,Delivered,3.0,2,0.5,1,25.0,0.0773,117.6,0,0,0,1,0,0,1,0,0,0,0,0,1,0.0127,0.02,0.1866,0.4525,0.3098,0.0983,0.0308
ORD-2024-1395,2024-01-26,2024-01-28,Small Business,Apparel,1,78.42,69.82,7.3,5,1170.8,WH-East,Central,Standard Delivery,Delayed,2.0,2,2.3,1,69.82,0.0596,160.38,0,0,0,1,0,0,0,1,1,0,0,0,0,0.0,0.0227,0.2747,0.6154,0.6014,0.2926,0.0223
ORD-2024-1917,2024-03-15,2024-03-18,Small Business,Electronics,1,308.64,184.47,1.7,2,1588.6,WH-West,West,Express Air,Delivered,4.0,3,-0.3,0,184.47,0.1161,934.47,1,0,0,0,0,0,0,1,0,0,0,0,1,0.0,0.1305,0.7841,0.1086,0.834,0.7894,0.0495
ORD-2024-1176,2024-06-04,2024-06-07,Corporate,Electronics,4,925.74,47.47,5.4,7,314.7,WH-East,South,Ground Freight,Delivered,3.0,3,-1.6,0,11.87,0.1508,58.28,0,1,0,0,0,1,0,0,0,0,0,1,0,0.038,0.4194,0.1754,0.4434,0.125,0.0414,0.0663
ORD-2024-1018,2024-04-10,2024-04-13,Consumer,Industrial Machinery,4,2165.61,136.16,1.6,2,626.3,WH-North,West,Express Air,Delivered,4.0,3,-0.4,0,34.04,0.2174,391.44,1,0,0,0,1,0,0,0,0,0,0,0,1,0.038,1.0,0.5694,0.0995,0.2984,0.1375,0.0984
ORD-2024-2117,2024-05-31,2024-06-01,Home Office,Industrial Machinery,5,2165.61,176.58,3.5,1,749.9,WH-North,West,Same-Day Courier,Delivered,5.0,1,2.5,1,35.32,0.2355,214.26,0,0,1,0,0,0,1,0,0,0,0,0,1,0.0506,1.0,0.749,0.2715,0.3672,0.143,0.1071
